Date,CP Avg Queue Time,CP Max Queue Time,Avg Handle Time,Max Handle Time,CA Avg Queue Time,CA Max Queue Time
7/15/2019,0:00:17,0:02:59,0:04:14,0:19:37,0:00:27,0:00:48
